mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,pesticide,commodity_code,commodity_name
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,,Chlormequat,PE 0112,Eggs
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Imazapyr,PE 0112,Eggs
0.02,0.02 mg/Kg,,35,28-34,2003,(*),,,,,,Disulfoton,PE 0840,Chicken eggs
0.02,0.02 mg/Kg,96,30,,1999,(*),,,,,,Diazinon,PE 0840,Chicken eggs
0.04,0.04 mg/Kg,2019,52,,2021,(*),,,,,,Metconazole,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,Bixafen,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2,36,35,2004,(*),,,,,,Esfenvalerate,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,12,45,,2013,,,,,,,Cycloxydim,PO 0111,"Poultry, edible offal of"
0.04,0.04 mg/Kg,4,38,37,2006,(*),,,,,Recommended withdrawal by JMPR (2021),Trifloxystrobin,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2,36,35,2004,(*),,,,,,Deltamethrin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,Triflumezopyrim,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,Penconazole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Teflubenzuron,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Norflurazon,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,1998,34,32,2003,(*),,,,,,"2,4-D",PO 0111,"Poultry, edible offal of"
0.2,0.2 mg/Kg,4,37,,2005,,,,,,,Prochloraz,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Pendimethalin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,"2013, 2018",51,46,2019,(*),,,,,,Diquat,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,,Chlormequat,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,17,50,,2018,(*),,,,,,Bicyclopyrone,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,2,36,35,2004,(*),,,,,,Propargite,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,Trinexapac-ethyl,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,8,41,,2009,(*),,,,,,Azoxystrobin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,9,42,,2010,(*),,,,,,Indoxacarb,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2008,41,,2009,(*),,,,,,Profenofos,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,6,39,,2007,(*),,,,,,Bifenazate,PO 0111,"Poultry, edible offal of"
0.03,0.03 mg/Kg,6,39,,2007,(*),,,,,,Endosulfan,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,8,41,,2009,,,,,,,Imidacloprid,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,11,44,,2012,(*),,,,,,Tebuconazole,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,9,42,,2010,,,,,,,Boscalid,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,Based on triadimefon and triadimenol uses,Triadimenol,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,12,45,,2013,(*),,,,,,Dinotefuran,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,0,35,34,2003,(*),,,,,,Chlorpyrifos,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Tolfenpyrad,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,11,44,,2012,(*),,,,,,Acetamiprid,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,Cyfluthrin/beta-cyfluthrin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,11,44,,2012,(*),,,,,,Etofenprox,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Mandestrobin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Metrafenone,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,Famoxadone,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Isofetamid,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,6,39,,2007,(*),,,,,,Thiacloprid,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,10,43,,2011,,,,,,,Novaluron,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Cyclaniliprole,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,2017,50,,2018,,,,,,Recommended for withdrawal by JMPR (2021),Prothioconazole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,,,,,,,Buprofezin,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,3,37,36,2005,(*),,,,,,Carbosulfan,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,1,36,"34,35",2004,(*),,,,,,Methomyl,PO 0111,"Poultry, edible offal of"
0.07,0.07 mg/Kg,2013,46,,2014,,,,,,,Bentazone,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Oxathiapiprolin,PO 0111,"Poultry, edible offal of"
0.03,0.03 mg/Kg,2012,46,45,2014,,,,,,,Penthiopyrad,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,2004,37,,2005,,"c,p",,,,,Dithiocarbamates,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2017,50,,2018,(*),,,,,,Quinclorac,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,9,42,,2010,,,,,,,Hexythiazox,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,Dimethomorph,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Imazamox,PO 0111,"Poultry, edible offal of"
0.005,0.005 mg/Kg,2017,50,,2018,(*),,,,,,Fenpropimorph,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2004,38,37,2006,(*),,,,,,Pyraclostrobin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Fluensulfone,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Imazapic,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,10,43,,2011,(*),,,,,,Cyproconazole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Valifenalate,PO 0111,"Poultry, edible offal of"
0.15,0.15 mg/Kg,2015,48,,2016,,,,,,,Cyantraniliprole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2018,51,,2019,,,,,,,Chlorfenapyr,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Saflufenacil,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,1,35,34,2003,,,,,,Recommended for withdrawal by JMPR (2021),Fipronil,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,Methoxyfenozide,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,5,38,,2006,,,,,,,Methoprene,PO 0111,"Poultry, edible offal of"
0.08,0.08 mg/Kg,2015,48,,2016,,,,,,,Ethephon,PO 0111,"Poultry, edible offal of"
10.0,10 mg/Kg,"01,02",36,34,2004,,,,,,,Piperonyl Butoxide,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Fenamidone,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,Spinetoram,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,Dichlorvos,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,PO 0111,"Poultry, edible offal of"
0.3,0.3 mg/Kg,2011,45,44,2013,,,,,,,Sulfoxaflor,PO 0111,"Poultry, edible offal of"
1.0,1 mg/Kg,2016,49,,2017,,,,,,,Flupyradifurone,PO 0111,"Poultry, edible offal of"
5.0,5 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Propamocarb,PO 0111,"Poultry, edible offal of"
0.07,0.07 mg/Kg,2016,49,,2017,,,,,,,Chlorantraniliprole,PO 0111,"Poultry, edible offal of"
0.03,0.03 mg/Kg,2015,48,,2016,,,,,,,Flutriafol,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,Spiromesifen,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,Acephate,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,9,42,,2010,(*),,,,,,Fluopicolide,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,98,34,32,2003,(*),,,,,Recommended for withdrawal,Dimethoate,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2015,48,,2016,(*),,,,,,Acetochlor,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Dithianon,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2019,,,2021,(*),,,,,,Fosetyl Al,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,Picoxystrobin,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,11,44,,2012,(*),,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,11,44,,2012,(*),,,,,,Isopyrazam,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,99,36,33-35,2004,(*),,,,,,Fenamiphos,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,Aminopyralid,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,Dimethenamid-P,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,2016,49,,2017,,,,,,,Flonicamid,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,Recommended for withdrawal by JMPR (2021),Pydiflumetofen,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,6,39,,2007,,,,,,,Quinoxyfen,PO 0111,"Poultry, edible offal of"
0.2,0.2 mg/Kg,99,35,33,2003,(*),,,,,Recommended for withdrawal,Clethodim,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,9,42,,2010,(*),,,,,,Fenbuconazole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Myclobutanil,PO 0111,"Poultry, edible offal of"
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,Flusilazole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Pyriofenone,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,99,33,,2001,(*),,,,,,Bitertanol,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,12,45,,2013,(*),,,,,,Glufosinate-Ammonium,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,10,43,,2011,(*),,,,,Recommended for withdrawal by JMPR (2021),Thiamethoxam,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Afidopyropen,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,1,35,,2003,(*),,,,,,Dimethipin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Tolclofos-Methyl,PO 0111,"Poultry, edible offal of"
0.03,0.03 mg/Kg,12,45,,2013,(*),,,,,,Ametoctradin,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2015,48,,2016,,,(fat),,,,Lufenuron,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,Acibenzolar-S-methyl,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2,36,35,2004,(*),,,,,,Flutolanil,PO 0111,"Poultry, edible offal of"
0.5,0.5 mg/Kg,5,38,,2006,,,,,,,Glyphosate,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,4,37,,2005,(*),,,,,,Pirimiphos-Methyl,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Imazalil,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,Pinoxaden,PO 0111,"Poultry, edible offal of"
0.2,0.2 mg/Kg,7,40,,2008,,,,,,,Cyromazine,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2015,48,,2016,(*),,,,,,Flumioxazin,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,7,40,,2008,(*),,,,,Residues are not expected as dietary burden in poultry is zero (JMPR2007),Clofentezine,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,Terbufos,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,2018,51,,2019,,,,,,,Fludioxonil,PO 0111,"Poultry, edible offal of"
0.07,0.07 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,6,39,,2007,(*),,,,,,Pirimicarb,PO 0111,"Poultry, edible offal of"
0.005,0.005 mg/Kg,2015,48,,2016,,,,E,,,Lindane,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,11,44,,2012,,,,,,,Spirotetramat,PO 0111,"Poultry, edible offal of"
0.005,0.005 mg/Kg,4,38,37,2006,(*),,,,,,Paraquat,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,Based on triadimefon and triadimenol uses,,Triadimefon,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Kresoxim-Methyl,PO 0111,"Poultry, edible offal of"
0.7,0.7 mg/Kg,9,43,,2011,,,,,,,Haloxyfop,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Imazethapyr,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,10,43,,2011,,"T,c",,,,Recommended for withdrawal by JMPR (2021),Clothianidin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Mandipropamid,PO 0111,"Poultry, edible offal of"
0.2,0.2 mg/Kg,2013,46,,2014,,,,,,,Isoxaflutole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Imazapyr,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,9,43,,2011,(*),,,,,,Chlorpyrifos-Methyl,PO 0111,"Poultry, edible offal of"
0.09,0.09 mg/Kg,2016,49,,2017,,,,,,,Fluazifop-p-butyl,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Benzovindiflupyr,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,Sedaxane,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,Difenoconazole,PO 0111,"Poultry, edible offal of"
0.1,0.1 mg/Kg,2014,47,,2015,,FL,,,,,Dichlobenil,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,12,45,,2013,(*),,,,,,MCPA,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Fenpropathrin,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2018,51,,2019,,,,,,,Ethiprole,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,3,37,36,2005,(*),,,,,,Methamidophos,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2003,37,36,2005,(*),,,,,,Cyprodinil,PO 0111,"Poultry, edible offal of"
0.07,0.07 mg/Kg,10,43,,2011,,,,,,,Dicamba,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2019,52,,2021,(*),,,,,,Metaflumizone,PO 0111,"Poultry, edible offal of"
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Tioxazafen,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Mesotrione,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,PO 0113,Poultry skin
0.02,0.02 mg/Kg,96,30,,1999,(*),,,,,,Diazinon,PO 0840,"Chicken, edible offal of"
0.1,0.1 mg/Kg,98,34,32,2003,(*),,,,,,Quintozene,PO 0840,"Chicken, edible offal of"
0.05,0.05 mg/Kg,,,,1995,(*),,,,,,Fenbutatin Oxide,PO 0840,"Chicken, edible offal of"
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Norflurazon,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Tolfenpyrad,PF 0111,Poultry fats
0.01,0.01 mg/Kg,11,44,,2012,(*),,,,,,Isopyrazam,PF 0111,Poultry fats
0.05,0.05 mg/Kg,2019,52,,2021,(*),,,,,,Fosetyl Al,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Tioxazafen,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,Recommended for withdrawal by JMPR (2021),Pydiflumetofen,PF 0111,Poultry fats
0.05,0.05 mg/Kg,2017,50,,2018,(*),,,,,,Quinclorac,PF 0111,Poultry fats
0.05,0.05 mg/Kg,2012,45,,2013,,,,,,,Fluxapyroxad,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,Pinoxaden,PF 0111,Poultry fats
0.04,0.04 mg/Kg,10,43,,2011,,,,,,,Dicamba,PF 0111,Poultry fats
0.03,0.03 mg/Kg,2014,47,,2015,,,,,,,Sulfoxaflor,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Oxathiapiprolin,PF 0111,Poultry fats
0.05,0.05 mg/Kg,98,38,32-37,2006,(*),,,,,,Oxydemeton-Methyl,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Tolclofos-Methyl,PF 0111,Poultry fats
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,Dichlorvos,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Imazethapyr,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Fenpropathrin,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Imazapic,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,Acibenzolar-S-methyl,PF 0111,Poultry fats
0.05,0.05 mg/Kg,2018,51,,2019,,,,,,,Ethiprole,PF 0111,Poultry fats
0.04,0.04 mg/Kg,2015,48,,2016,,,,,,,Lufenuron,PF 0111,Poultry fats
0.01,0.01 mg/Kg,10,44,43,2012,(*),"C,t",,,,Recommended for withdrawal by JMPR (2021),Clothianidin,PF 0111,Poultry fats
0.1,0.1 mg/Kg,,,,,,,,,,,Acephate,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Saflufenacil,PF 0111,Poultry fats
0.02,0.02 mg/Kg,9,42,,2010,,,,,,,Boscalid,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Kresoxim-Methyl,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Benzovindiflupyr,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Pyriofenone,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,Spinetoram,PF 0111,Poultry fats
0.04,0.04 mg/Kg,2019,52,,2021,(*),,,,,,Metconazole,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Cyclaniliprole,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2018,51,,2019,(*),,,,,,Imazalil,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Isofetamid,PF 0111,Poultry fats
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,Flonicamid,PF 0111,Poultry fats
0.03,0.03 mg/Kg,12,45,,2013,(*),,,,,,Ametoctradin,PF 0111,Poultry fats
0.1,0.1 mg/Kg,11,44,,2012,,,,,,,Cypermethrins (including alpha- and zeta- cypermethrin),PF 0111,Poultry fats
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Isoxaflutole,PF 0111,Poultry fats
0.04,0.04 mg/Kg,2017,50,,2018,(*),,,,,,Chlormequat,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Fludioxonil,PF 0111,Poultry fats
0.01,0.01 mg/Kg,10,43,,2011,,,,,,,Chlorothalonil,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Fenamidone,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2017,50,,2018,,,,,,,Picoxystrobin,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,Recommended for withdrawal by JMPR (2021),Prothioconazole,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Propamocarb,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2016,49,,2017,,,,,,,Spiromesifen,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2014,47,,2015,,FL,,,,,Dichlobenil,PF 0111,Poultry fats
0.05,0.05 mg/Kg,2016,49,,2017,,,,,,,Bixafen,PF 0111,Poultry fats
0.03,0.03 mg/Kg,12,45,,2013,(*),,,,,,Cycloxydim,PF 0111,Poultry fats
0.08,0.08 mg/Kg,2016,49,,2017,,,,,,,Chlorantraniliprole,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Myclobutanil,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2018,51,,2019,,,,,,,Chlorfenapyr,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Diquat,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Mandestrobin,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Afidopyropen,PF 0111,Poultry fats
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,Flupyradifurone,PF 0111,Poultry fats
0.05,0.05 mg/Kg,98,34,32,2003,(*),,,,,Recommended for withdrawal,Dimethoate,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Imazapyr,PF 0111,Poultry fats
1.0,1 mg/Kg,2017,50,,2018,,,,,,,Fluopyram,PF 0111,Poultry fats
0.01,0.01 mg/Kg,12,45,,2013,(*),,,,,,Sedaxane,PF 0111,Poultry fats
0.005,0.005 mg/Kg,2017,50,,2018,(*),,,,,,Fenpropimorph,PF 0111,Poultry fats
0.03,0.03 mg/Kg,2012,46,45,2014,,,,,,,Penthiopyrad,PF 0111,Poultry fats
0.01,0.01 mg/Kg,17,50,,2018,(*),,,,,,Bicyclopyrone,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2015,48,,2016,,,,,,,Flutriafol,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Metrafenone,PF 0111,Poultry fats
0.04,0.04 mg/Kg,2015,48,,2016,,,,,,,Ethephon,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Buprofezin,PF 0111,Poultry fats
0.08,0.08 mg/Kg,2019,52,,2021,,,,,,,Metaflumizone,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2013,46,,2014,(*),,,,,,Trinexapac-ethyl,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2018,51,,2019,(*),,,,,,Mandipropamid,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Pendimethalin,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Valifenalate,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,,,,,,,Fluensulfone,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,Triflumezopyrim,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,Imazamox,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,Teflubenzuron,PF 0111,Poultry fats
0.04,0.04 mg/Kg,2015,48,,2016,,,,,,,Cyantraniliprole,PF 0111,Poultry fats
0.05,0.05 mg/Kg,12,45,,2013,(*),,,,,,MCPA,PF 0111,Poultry fats
0.02,0.02 mg/Kg,2015,48,,2016,(*),,,,,,Flumioxazin,PF 0111,Poultry fats
0.03,0.03 mg/Kg,2016,49,,2017,,,,,,,Fluazifop-p-butyl,PF 0111,Poultry fats
0.05,0.05 mg/Kg,98,38,"32,34,36,37",2006,(*),B,,,,,Carbendazim,PF 0840,Chicken fat
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,Picoxystrobin,PM 0110,Poultry meat
0.05,0.05 mg/Kg,"04,07",40,37-39,2008,(*),,,,,,Fenitrothion,PM 0110,Poultry meat
0.03,0.03 mg/Kg,2012,46,45,2014,,,,,,,Penthiopyrad,PM 0110,Poultry meat
0.01,0.01 mg/Kg,10,43,,2011,(*),,,,,,Cyproconazole,PM 0110,Poultry meat
0.05,0.05 mg/Kg,2008,41,,2009,(*),,,,,,Profenofos,PM 0110,Poultry meat
0.01,0.01 mg/Kg,"2013, 2018",51,46,2019,(*),,,,,,Diquat,PM 0110,Poultry meat
0.01,0.01 mg/Kg,7,40,,2008,(*),,,,,,Aminopyralid,PM 0110,Poultry meat
0.02,0.02 mg/Kg,,35,28-34,2003,(*),,,,,,Disulfoton,PM 0110,Poultry meat
0.01,0.01 mg/Kg,11,44,,2012,(*),,,,,,Etofenprox,PM 0110,Poultry meat
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,Mandestrobin,PM 0110,Poultry meat
0.2,0.2 mg/Kg,,28,,1997,,,,E,,,Aldrin and Dieldrin,PM 0110,Poultry meat
