mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,step,pesticide,commodity_code,commodity_name
0.9,0.9 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,FP 0009,Pome fruits (group)
0.6,0.6 mg/Kg,2019,52,,2021,,,,,,,CXL,Fluxapyroxad,FC 0005,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)"
0.3,0.3 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,GC 0654,Wheat
6.0,6 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,HS 0444,"Peppers chili, dried"
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VR 0494,Radish
5.0,5 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,DF 0014,Prunes
0.6,0.6 mg/Kg,2012,45,,2013,,,,,(except sweet corn and mushrooms),,CXL,Fluxapyroxad,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
1.0,1 mg/Kg,2019,52,,2021,,,,,,,CXL,Fluxapyroxad,FC 0003,Mandarins (including mandarin-like hybrids) (subgroup)
50.0,50 mg/Kg,2015,48,,2016,,,(dw),,,,CXL,Fluxapyroxad,AS 0649,"Rice, hay and/or straw"
1.0,1 mg/Kg,2018,51,,2019,,,,,,,CXL,Fluxapyroxad,FI 0350,Papaya
20.0,20 mg/Kg,2018,51,,2019,,,(DM),,,,CXL,Fluxapyroxad,AL 3350,Alfalfa hay
0.15,0.15 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VD 0541,Soya bean (dry)
0.05,0.05 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,PF 0111,Poultry fats
1.0,1 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VR 0588,Parsnip
1.5,1.5 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VP 0546,Soya bean (young pod)
0.02,0.02 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,PM 0110,Poultry meat
2.0,2 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VP 0063,Peas (pods and succulent=immature seeds)
30.0,30 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,AS 0653,"Triticale, hay and/or straw"
0.04,0.04 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,TN 0085,Tree nuts (group)
15.0,15 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,AS 0645,Maize fodder (dry)
1.0,1 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,CM 0654,"Wheat bran, unprocessed"
7.0,7 mg/Kg,2015,48,,2016,,,,,(except grapes),,CXL,Fluxapyroxad,FB 0018,Berries and other small fruits
0.8,0.8 mg/Kg,2012,45,,2013,,,,,(except peanut and cotton),,CXL,Fluxapyroxad,SO 0088,Oilseed
1.5,1.5 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,FS 0014,Plums (including fresh prunes) (subgroup)
0.01,0.01 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,SO 0697,Peanut
90.0,90 mg/Kg,2019,52,,2021,,,,,,,CXL,Fluxapyroxad,OR 0001,"Citrus oil, edible"
1.0,1 mg/Kg,2019,52,,2021,,,,,,,CXL,Fluxapyroxad,FC 0002,Lemons and limes (including citron) (subgroup)
30.0,30 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,AS 0640,"Barley, hay and/or straw"
0.15,0.15 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VR 0596,Sugar beet
1.5,1.5 mg/Kg,2019,52,,2021,,,,,,,CXL,Fluxapyroxad,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
8.0,8 mg/Kg,2019,52,,2021,,,,,,,CXL,Fluxapyroxad,AB 0001,"Citrus pulp, dried"
0.15,0.15 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VO 0447,Sweet corn (corn-on-the-cob)
0.4,0.4 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VD 0072,Peas (dry)
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VA 0388,Shallot
4.0,4 mg/Kg,2012,,45,2013,,,,,,,CXL,Fluxapyroxad,CF 0640,"Barley bran, processed"
0.6,0.6 mg/Kg,2018,51,,2019,,,,,,,CXL,Fluxapyroxad,FI 0345,Mango
2.0,2 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,GC 0640,Barley
15.0,15 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
30.0,30 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,AS 0650,"Rye straw and fodder, dry"
0.3,0.3 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,GC 0653,Triticale
0.15,0.15 mg/Kg,2018,51,,2019,,,,,,,CXL,Fluxapyroxad,SB 0716,Coffee beans
1.0,1 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VR 0577,Carrot
0.01,0.01 mg/Kg,2012,45,,2013,(*),,,,,,CXL,Fluxapyroxad,GC 0645,Maize
0.5,0.5 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,FM 0183,Milk fats
40.0,40 mg/Kg,2012,45,,2013,,,,dry wt,,,CXL,Fluxapyroxad,AL 0072,Pea hay or pea fodder (dry)
3.0,3 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,CM 0649,"Rice, husked"
0.4,0.4 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,CM 1205,"Rice, polished"
0.4,0.4 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VD 0533,Lentil (dry)
0.09,0.09 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VP 0064,"Peas, shelled (succulent seeds)"
30.0,30 mg/Kg,2012,45,,2013,,,,dry wt,,,CXL,Fluxapyroxad,AL 0541,Soya bean fodder
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VA 0381,Garlic
0.4,0.4 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VD 0524,Chick-pea (dry)
3.0,3 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,FB 0269,Grapes
0.09,0.09 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VP 0062,"Beans, shelled"
150.0,150 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,AB 0269,"Grape pomace, dry"
0.3,0.3 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VD 0071,Beans (dry)
4.0,4 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VL 0054,Leaves of Brassicaceae
4.0,4 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VL 0482,"Lettuce, head"
2.0,2 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
30.0,30 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,AS 0654,"Wheat, hay and/or straw"
0.3,0.3 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,AB 0541,Soya bean hulls
10.0,10 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VS 0624,Celery
0.03,0.03 mg/Kg,2018,51,,2019,,,,,(except potato),,CXL,Fluxapyroxad,VR 2071,Tuberous and corm vegetables (subgroup)
0.6,0.6 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VA 0385,"Onion, bulb"
0.02,0.02 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,PE 0112,Eggs
8.0,8 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VL 0494,Radish leaves (including radish tops)
0.5,0.5 mg/Kg,2012,45,,2013,,,,,,,CXL,Fluxapyroxad,VP 0541,Soya bean (immature seeds)
5.0,5 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,GC 0649,Rice
0.2,0.2 mg/Kg,2015,48,,2016,,,,,,,CXL,Fluxapyroxad,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,AS 0654,"Wheat, hay and/or straw"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,SO 0495,Rape seed
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,GC 0654,Wheat
0.1,0.1 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VB 0041,"Cabbages, head"
0.5,0.5 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,AL 0072,Pea hay or pea fodder (dry)
0.1,0.1 mg/Kg,,43,,2005,,,,,,,CXL,Methiocarb,HS 0193,"Spices, roots and rhizomes"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,TN 0666,Hazelnuts
1.0,1 mg/Kg,99,34,33,2003,,,,,,,CXL,Methiocarb,FB 0275,Strawberry
0.1,0.1 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VD 0072,Peas (dry)
2.0,2 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VO 0445,"Peppers, sweet (including pimento or pimiento)"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,VR 0589,Potato
0.1,0.1 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VP 0063,Peas (pods and succulent=immature seeds)
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,VS 0620,"Artichoke, globe"
0.1,0.1 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VB 0404,Cauliflower
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,VR 0596,Sugar beet
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,VL 0482,"Lettuce, head"
0.05,0.05 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,AS 0640,"Barley, hay and/or straw"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,SO 0702,Sunflower seed
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,VB 0402,Brussels sprouts
0.2,0.2 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VC 0046,"Melons, except watermelon"
0.5,0.5 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VA 0385,"Onion, bulb"
0.07,0.07 mg/Kg,,43,,2011,,,,,,,CXL,Methiocarb,HS 0191,"Spices, fruits and berries"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,GC 0640,Barley
0.5,0.5 mg/Kg,5,38,,2006,,,,,,,CXL,Methiocarb,VA 0384,Leek
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Methiocarb,GC 0645,Maize
1.0,1 mg/Kg,2010,43,,2011,,,Po,,,,CXL,Bifenthrin,CF 1210,Wheat germ
5.0,5 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,HS 0444,"Peppers chili, dried"
15.0,15 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,AS 0645,Maize fodder (dry)
0.03,0.03 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,HS 0191,"Spices, fruits and berries"
0.3,0.3 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VD 0070,Pulses (group)
0.9,0.9 mg/Kg,2015,48,,2016,,,,,,,CXL,Bifenthrin,VP 0063,Peas (pods and succulent=immature seeds)
0.05,0.05 mg/Kg,2015,48,,2016,(*),,,,,,CXL,Bifenthrin,VP 0064,"Peas, shelled (succulent seeds)"
0.7,0.7 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,AL 0072,Pea hay or pea fodder (dry)
0.3,0.3 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VO 0440,Egg plant
0.5,0.5 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VO 0051,Peppers (subgroup)
0.2,0.2 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,ML 0106,Milks
0.5,0.5 mg/Kg,2010,43,,2011,,,Po,,,,CXL,Bifenthrin,GC 0654,Wheat
1.0,1 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,FB 0272,"Raspberries, red, black"
0.05,0.05 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,HS 0193,"Spices, roots and rhizomes"
0.1,0.1 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,OR 0495,"Rape seed oil, edible"
0.05,0.05 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VR 0075,Root and tuber vegetables (group)
4.0,4 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VL 0494,Radish leaves (including radish tops)
0.3,0.3 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VO 0448,Tomato
0.2,0.2 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,MO 0105,Edible offal (mammalian)
0.4,0.4 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
3.0,3 mg/Kg,2015,48,,2016,,,,,,,CXL,Bifenthrin,FB 0020,Blueberries
3.0,3 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,FM 0183,Milk fats
1.0,1 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,FB 0264,Blackberries
0.1,0.1 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,FI 0327,Banana
0.3,0.3 mg/Kg,2015,48,,2016,,,,,,,CXL,Bifenthrin,FB 0269,Grapes
3.0,3 mg/Kg,2010,43,,2011,,,(fat),,,,CXL,Bifenthrin,MM 0095,Meat (from mammals other than marine mammals)
1.0,1 mg/Kg,2019,52,,2021,,,(dw),,,,CXL,Bifenthrin,AS 0081,Straw and hay of cereal grains except pseudocereals
0.05,0.05 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,FC 0001,Citrus fruits (group)
0.05,0.05 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,SO 0495,Rape seed
1.0,1 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,FB 0266,Dewberries (including boysenberry and loganberry)
20.0,20 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,DH 1100,"Hops, dry"
2.0,2 mg/Kg,2010,43,,2011,,,PoP,,,,CXL,Bifenthrin,CM 0654,"Wheat bran, unprocessed"
0.05,0.05 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,TN 0085,Tree nuts (group)
0.5,0.5 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,SO 0691,Cotton seed
4.0,4 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,VL 0485,Mustard greens
0.05,0.05 mg/Kg,2010,43,,2011,(*),,,,,,CXL,Bifenthrin,GC 0645,Maize
30.0,30 mg/Kg,2010,43,,2011,,,,,,,CXL,Bifenthrin,DT 1114,"Tea, green, black (black, fermented and dried)"
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,GC 0654,Wheat
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,AS 0649,"Rice, hay and/or straw"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,VD 0541,Soya bean (dry)
0.2,0.2 mg/Kg,2014,47,,2015,,,,,,,CXL,Imazamox,VD 0533,Lentil (dry)
0.2,0.2 mg/Kg,2014,47,,2015,,,,,,,CXL,Imazamox,CM 0654,"Wheat bran, unprocessed"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,AL 0541,Soya bean fodder
0.3,0.3 mg/Kg,2014,47,,2015,,,,,,,CXL,Imazamox,SO 0702,Sunflower seed
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,MO 0105,Edible offal (mammalian)
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,VD 0072,Peas (dry)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,GC 0649,Rice
0.1,0.1 mg/Kg,2014,47,,2015,,,,,,,CXL,Imazamox,CF 1210,Wheat germ
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,MF 0100,Mammalian fats (except milk fats)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,ML 0106,Milks
0.01,0.01 mg/Kg,2014,47,,2015,,,,,,,CXL,Imazamox,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,PM 0110,Poultry meat
0.1,0.1 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,AL 1020,Alfalfa fodder
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,PF 0111,Poultry fats
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,VP 0064,"Peas, shelled (succulent seeds)"
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,VP 0061,Beans with pods (Phaseolus spp.) immature pods and succulent seeds)
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,VD 0071,Beans (dry)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,PE 0112,Eggs
0.02,0.02 mg/Kg,2017,50,,2018,,,,,,,CXL,Imazamox,GC 0640,Barley
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,AL 0072,Pea hay or pea fodder (dry)
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,AS 0654,"Wheat, hay and/or straw"
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,SO 0697,Peanut
0.05,0.05 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Imazamox,SO 0495,Rape seed
0.05,0.05 mg/Kg,2017,50,,2018,,,(dw),,,,CXL,Imazamox,AS 0640,"Barley, hay and/or straw"
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AS 0647,"Oat straw and fodder, dry"
10.0,10 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AS 0651,"Sorghum straw and fodder, dry"
0.03,0.03 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,PE 0112,Eggs
0.03,0.03 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,PM 0110,Poultry meat
1.0,1 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,OR 0495,"Rape seed oil, edible"
0.2,0.2 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,GC 0640,Barley
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AS 0650,"Rye straw and fodder, dry"
0.1,0.1 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,GC 0650,Rye
0.02,0.02 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VO 0447,Sweet corn (corn-on-the-cob)
10.0,10 mg/Kg,2012,45,,2017,,,(DM),,,,CXL,Penthiopyrad,AS 0645,Maize fodder (dry)
7.0,7 mg/Kg,2019,52,,2021,,,,,,,CXL,Penthiopyrad,FB 2006,Bush berries (subgroup)
0.03,0.03 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,PF 0111,Poultry fats
0.3,0.3 mg/Kg,2012,45,,2013,,,,,(except soya beans),,CXL,Penthiopyrad,VD 0070,Pulses (group)
0.05,0.05 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VR 0589,Potato
20.0,20 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AL 1020,Alfalfa fodder
0.6,0.6 mg/Kg,12,45,,2013,,,,,,,CXL,Penthiopyrad,VR 0577,Carrot
0.05,0.05 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,CF 1255,Maize flour
0.2,0.2 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,GC 0647,Oats
0.05,0.05 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,TN 0085,Tree nuts (group)
15.0,15 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VS 0624,Celery
6.0,6 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AM 0660,Almond hulls
0.5,0.5 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,SO 0691,Cotton seed
4.0,4 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VA 0387,"Onion, Welsh"
0.5,0.5 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.01,0.01 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,GC 0645,Maize
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AS 0653,"Triticale, hay and/or straw"
0.08,0.08 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,MO 0105,Edible offal (mammalian)
30.0,30 mg/Kg,2012,45,,2013,,,,,(except brassica leafy vegetables),,CXL,Penthiopyrad,VL 0053,Leafy vegetables
0.5,0.5 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,OR 0697,"Peanut oil, edible"
0.7,0.7 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VA 0385,"Onion, bulb"
4.0,4 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VA 0389,Spring onion
0.1,0.1 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,GC 0653,Triticale
3.0,3 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VP 0063,Peas (pods and succulent=immature seeds)
10.0,10 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AS 0646,"Millet fodder, dry"
0.03,0.03 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,PO 0111,"Poultry, edible offal of"
0.3,0.3 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,VD 0541,Soya bean (dry)
0.15,0.15 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,OC 0645,"Maize oil, crude"
50.0,50 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VL 0506,Turnip greens
0.4,0.4 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,FP 0009,Pome fruits (group)
0.2,0.2 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,CM 0654,"Wheat bran, unprocessed"
0.04,0.04 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,MM 0095,Meat (from mammals other than marine mammals)
0.04,0.04 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,ML 0106,Milks
3.0,3 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,FB 0275,Strawberry
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AS 0640,"Barley, hay and/or straw"
0.8,0.8 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,GC 0651,Sorghum grain
7.0,7 mg/Kg,2019,52,,2021,,,,,,,CXL,Penthiopyrad,FB 2254,Guelder rose
5.0,5 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VB 0042,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)"
0.3,0.3 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VP 0064,"Peas, shelled (succulent seeds)"
2.0,2 mg/Kg,2012,45,,2013,,,,,(except sweet corn and mushroom),,CXL,Penthiopyrad,VO 0050,"Fruiting vegetables, other than cucurbits (group)"
4.0,4 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,FS 0012,Stone fruits (group)
14.0,14 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,HS 0444,"Peppers chili, dried"
3.0,3 mg/Kg,2012,45,,2013,,,,,,,CXL,Penthiopyrad,VR 0494,Radish
200.0,200 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AL 0541,Soya bean fodder
0.1,0.1 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,CF 0654,"Wheat bran, processed"
30.0,30 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AL 0697,Peanut fodder
1.0,1 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,OC 0495,"Rape seed oil, crude"
0.2,0.2 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,CF 1210,Wheat germ
0.8,0.8 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,GC 0646,"Millet (Including barnyard, bulrush, common, finger, foxtail, little Millet)"
0.5,0.5 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,VR 0596,Sugar beet
0.5,0.5 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,SO 0495,Rape seed
10.0,10 mg/Kg,2019,52,,2021,,,,,,,CXL,Penthiopyrad,FB 2005,Cane berries (subgroup)
0.05,0.05 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,SO 0697,Peanut
0.3,0.3 mg/Kg,12,45,,2013,,,,,,,CXL,Penthiopyrad,VP 0062,"Beans, shelled"
60.0,60 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AL 0072,Pea hay or pea fodder (dry)
0.1,0.1 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,GC 0654,Wheat
4.0,4 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,VB 0041,"Cabbages, head"
80.0,80 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AS 0654,"Wheat, hay and/or straw"
7.0,7 mg/Kg,2019,52,,2021,,,,,,,CXL,Penthiopyrad,FB 0267,Elderberries
0.05,0.05 mg/Kg,2013,46,,2014,,,,,,,CXL,Penthiopyrad,MF 0100,Mammalian fats (except milk fats)
3.0,3 mg/Kg,12,45,,2013,,,,,(green pods and immature seeds),,CXL,Penthiopyrad,VP 0061,Beans with pods (Phaseolus spp.) immature pods and succulent seeds)
20.0,20 mg/Kg,2012,46,45,2014,,,(DM),,,,CXL,Penthiopyrad,AB 1204,Cotton gin trash
1.5,1.5 mg/Kg,2012,46,45,2014,,,,,,,CXL,Penthiopyrad,SO 0702,Sunflower seed
4.0,4 mg/Kg,10,43,,2011,,,,,,,CXL,Flubendiamide,VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
